topic;post
Kariera; Jako pewien follow-up dla Ciekawe i nietypowe praktyki studenckie postanowiłem popełnić podobny temat, tym razem dla osób które już zakończyły swoją przygodę z nauczaniem wyższym. CERN Dla osób niedawno po studiach CERN oferuje generalnie 2 programy: VIA finansowany przez EU, gdzie można liczyc na ~4200 CHF miesięcznie na 2 letnim kontrakcie. Fellowship gdzie można liczyć na ~6000-8000 CHF miesięcznie (w praktyce zwykle jakieś 6500 CHF) na 2 letnim kontrakcie, z możliwością przedłużenia kontraktu o rok. http://careers.cern/alljobs Oba programy są dość podobne, do tego stopnia że się wykluczają. Jeśli chodzi o samą pracę to zwykle ma się nad sobą bardziej doświadczoną osobę, więc nie są to pozycje dla leadów. Możliwość aplikowania jest otwierana 2 razy do roku (do końca października oraz do końca marca) Oczywiście oprócz tego są też zwykłe pozycje postowane na http://careers.cern/alljobs ale też mogą wymagać przynajmniej kilku lat doświadczenia. ESA Dla osób niedawno po studiach ESA oferuje program YGT - Young Graduate Trainee. http://www.esa.int/About_Us/C[...]uates_Young_Graduate_Trainees Co roku w połowie listopada publikowanych jest ~60-80 takich pozycji, czas na aplikacje upływa w połowie grudnia. Można tu liczyć na ~2200 euro. Kontrakt trwa 1 rok, z możliwością przedłużenia go o kolejny rok. Są także normalne pozycje postowane na https://career2.successfactors.eu/career?company=esa ale tutaj zwykle potrzebne jest >10 lat doświadczenia. Jeśli chodzi o inne ciekawe miejsca które warto brać pod uwagę:  https://www.iter.org/Jobs - największy na świecie reaktor termojądrowy na południu Francji https://recruitment.eso.org/ - europejskie obserwatorium południowe (teleskopy w Chile, praca biurowa w Monachium) https://europeanspallationsource.se/vacancies - laboratorium fizyki neutronów w Szwecji https://jobs.epo.org/ -  europejski urząd patentowy https://www.eumetsat.int/webs[...]tUs/Jobs/Vacancies/index.html - eumetsat https://nato.taleo.net/careersection/2/joblist.ftl - NATO  Zachęcam do dzielenia się swoimi pomysłami )  Masz problem? Pisz na forum, nie do mnie. Nie masz problemów? Kup komputer... 
Kariera; Jakie firmy z Krakowa możecie polecić ? (Polecić = firma z dobrą atmosferą, ciekawymi projektami, niezłymi zarobkami i rozwojowa). Nokia ? Delphi ? Samsung ? UBS ? HSBC ? Ocado ? Schibsted ? Luxoft ? Sabre ? (po ostatnich zwolnieniach nie cieszy się dobrą reputacją) Mam 2 lata doświadczenia w programowaniu sieciowym cpp (programowanie routera) plus wcześniej pół roku doświadczenia z webową javą. 
Kariera; Ten wątek będzie trochę inny i proszę o przestrzeganie zasad, które zaraz podam - jest to konieczne, żeby panował porządek oraz została zachowana forma typu Q&A. Razem z użytkownikiem @Piotr Cholewczyński, który zawodowo zajmuje się ubezpieczeniami, wpadliśmy na pomysł stworzenia wątku, w którym kompleksowo ogarniemy temat co chwila się przewijający przez forum, czyli ubezpieczeń OC w przypadku działalności programistycznej (czy mówiąc szerzej - OC informatyków). Najpierw Piotr opracował odpowiedzi na kilka kwestii, które już były poruszane - te odpowiedzi zostaną wklejone jako pierwsze. Później, zgodnie z tym, co będziecie pisać, będziemy dodawać kolejne Q&A. Zasada jest taka, że posty w tym wątku dodaje jedynie Piotr albo ja - ma to na celu utrzymanie konwencji pytanie+odpowiedź. Każdy post to jedna kwestia, jeden problem i odpowiedź na jedno pytanie. Dyskusję dotyczącą danego zagadnienia prowadzimy w komentarzach. Pomysły na nowe pytania/rzeczy do wyjaśnienia zgłaszajcie albo w komentarzu do pierwszego posta w wątku, albo przesyłajcie na PW do mnie lub Piotra. Wszystkie wpisy niezgodne z w/w, a także komentarze offtopujące i/lub niezwiązane bezpośrednio z kwestią, której dotyczy dane pytanie będą kasowane - wynika to jedynie z chęci utrzymania porządku w wątku, inaczej zaraz zrobi się tutaj totalny bałagan, dlatego też proszę o wyrozumiałość )  Zanim przejdziemy do pytań, wstępnie ustalmy z jakimi „rodzajami” ubezpieczeń OC możemy spotkać się w przypadku branży IT:   Ubezpieczenie odpowiedzialności cywilnej zawodowej z tytułu świadczenia usług w zakresie IT Ubezpieczenie odpowiedzialności cywilnej z tytułu prowadzenia działalności gospodarczej zwane dalej OC działalności.  Ubezpieczenie odpowiedzialności cywilnej z tytułu prowadzenia działalności gospodarczej z klauzulą rozszerzającą zakres ubezpieczenia o odpowiedzialność zawodową wynikającą ze świadczenia usług w zakresie IT.   Naczelny forumowy hejter Apple   That game of life is hard to play, I'm gonna lose it anyway   The losing card I'll someday lay, So this is all I have to say 
Kariera; Chcialbym abyscie wymienili znane wam sposoby zarobienia na aplikacjach(pomijajac sprzedaz) Spekulacje(nie sprawdzone):  Dorzucenie ukrytego skryptu do kopania bitcoin lub innych kryptowalut? Wyskakujace okienko/miejsce z reklama - jak stare Gadu-Gadu albo program AQQ. Nie znalazlem odpowiedniego programu partnerskiego, tak wiec chyba dogadali sie miedzysoba prywatnie. Programy partnersie jak adsense, media.net, zanox - niestety wieksozsc z nich zabrania wstawiac reklamy w aplikacje EXE. przeszukalem internet nie znalazlem stosownego programu partnerskiego. Na upartego moznaby walnac komponent przegladarki i zlamac regulamin i zarabiac, dopoki ktos sie nie zorientuje, aczkolwiek szukam leganych spsoobow Android - tu mozna legalnie zarabiac na reklamach Wrzucenie zrzutki pieniedzy,   Czekam na wasze propzycje, sugestie lub sprawdzone sposoby!  infhack.blogspot.com Doskonałe Zdrowie 
Kariera; Po 13  latach o momentu złożenia aplikacji zadzwonił do mnie rekruter z google.Google rozbudowuje teraz swój ośrodek w Warszawie i szuka inżynierów do swojego projektu cloudowego. Przyznam że byłem mocno zaskoczony bo jeszcze nie zdarzyło mi się dostać odpowiedzi na aplikację po tak długim okresie czasu.  Ogólnie rozmowa była bardzo miła i inna niż typowe procesy rekrutacyjne. Zamiast o technologiach było więcej o moich zainteresowaniach i o tym czym chciałbym się zajmować. Nie padły też uświęcone tradycją pytania o wysokość wynagrodzenia czy okres wypowiedzenia. Dowiedziałem się tylko, że google oferuje pensje na poziomie górnych 10 % dostępnych na rynku. Potem rekruter wymienił długą listę dodatkowych benefitów, które pewnie wszyscy zainteresowani znają. Najbardziej jednak interesowało mnie dlaczego google przypomniał sobie o mnie po tylu latach.  Odpowiedź była bardzo konkretna. Google przeszukuje stare aplikacje pod kątem osób, które aplikowały do google, zostały pominięte jednak mimo to udało im się coś osiągąć branży oraz posiadają doktorat. Doktorat nie musi być koniecznie z informatyki, mogą być nawet nauki humanistyczne. Rekruter wspomniał o świeżo upieczonym doktorze filozofii, który dostał ofertę. Zatem rada dla młodszych kolegów z forum - droga do googla nie wiedzie przez bootcamp tylko przez studia doktoranckie. 
Kariera; W związku z tym, że często pojawiają się pytania o zarobki to może po prostu ten kto ma chęć niech napisze ile zarabia. Dodam, że podobny wątek jest już na pewnym innym forum w kontekście także programistów i cieszy się tam olbrzymim powodzeniem, ale z tego co zauważyłem spora część osób podających tam zarobki podaje je w kontekście pracy za granicą. Schemat jest taki - podajemy: wiek: doświadczenie: stanowisko: zarobki brutto w pln: miasto:  ja zaczynam: wiek: 28 lat doświadczenie: 4 lata stanowisko: programista PHP zarobki brutto w pln: 6000 miasto: Warszawa 
Kariera; Jak sądzicie, czy wg Was możliwe jest wrzucenie w koszty prowadzenia działalności gospodarczej takich przedmiotów jak:  Myjka do szyb/okien Karcher w kwocie 318zł Stacja pogodowa w kwocie ~179zł Faktura VAT za zakwaterowanie w okresie sylwestrowym 29.12.2018 - 02.01.2019 w Zakopanem.  Proszę o Wasze opinie. Czy takie, a jeśli nie wszystkie to które wg Was bez problemu powinny przejść? Oczywiście zapytam o to księgowego, ale jestem ciekaw Waszej opinii. 
Kariera; Hej :) dostałem się na staż w Comarch (jestem dopiero na drugim roku studiow). Czego mozna sie tam spodziewac ? Co sobie powtorzyc najlepiej ? Co tam bede pisal ? Jak tam mam sie ubierac ? W jakich godzinach bede pracowal ? :D I co Wam jeszcze pozytecznego  info wpadnie do glowy - to piszcie ) 
Kariera; Hej, Natchniony świetnym postem kolegi Anonima http://4programmers.net/Forum/1198250, postanowiłem założyć temat z przydatnymi pytaniami do pracodawcy. Myślę, że dużo osób może na tym skorzystać(szczególnie osoby, które nie wiedzą jak znaleźć dobry zespół/firmę).  Pozwoliłem sobie, kolego Anonimie, skopiować Twoją listę pytań i umieścić ją tutaj w celu łatwiejszego zlokalizowania jej. Jeżeli macie jakieś swoje ulubione pytania, które pomagają Wam ocenić pracodawcę, to śmiało - dzielcie się nimi. Btw. można pomyśleć o aktualizowaniu listy pytań w tym poście. Kategoria 1. Zarządzanie technologią  Jak wygląda dobór technologii dla nowego projektu. Jak zarządzany jest kod aplikacji? Jak weryfikowana jest jego jakość? Jak zarządzane są zadania, bugi i czas pracy programistów?  Kategoria 2. Środowisko i organizacja pracy  Czy firma inwestuje w narzędzia pracy (komercyjne oprogramowanie, dodatkowy monitor, jak często ulepszany jest sprzęt komputerowy)? 2, Czy możliwe są elastyczne godziny pracy? Czy możliwa jest praca zdalna? Jeśli tak to jak często?  Jak wygląda kontakt z przełożonym, jak często odbywają się oficjalne spotkania z przełożonymi i w jaki sposób oceniani są pracownicy? W jaki sposób jest gromadzona wiedza na temat projektu pod względem biznesowym jak i technicznym?  Czy dostęp do zasobów internetowych nie jest blokowany?   Kategoria 3. Zarządzanie projektami  Jak często rozpoczynają się nowe projekty? Czy firma jest głównym wykonawcą? Czy realizuje własne projekty? W jaki sposób wycenia się czas trwania projektu oraz pojedyńczych zadań? W jaki sposób realizowane jest zarządzanie jakością aplikacji? jak testowane są aplikacje? Jakie metodyki prowadzenia projektów są wykorzystywane? W jaki sposób architektura systemu jest przekazywana zespołom?  Kategoria 4. Zarządzanie wiedzą  Czy odbywają się wewnętrzne szkolenia? Czy firma wysyła pracowników na zewnętrzne szkolenia? Jak przekazywana jest wiedza pomiędzy programistami, projektami? Czy i w jaki sposób wykonywane są przeglądy kodu? Czy są realizowane wspólne przeglądy kodu, programowanie w parach lub inne metodyki zwinne?  Kategoria 5. Firma  Czy pracownik pracuje nad jednym projektem, czy też z czasem zmienia się on? Jak długo realizuje się przeciętny projekt w firmie? Jeśli czas jest trudny do podania mile widziany jest przedział czasowy. Kto zajmuje się supportem? Czy firma oferuje różnego rodzaju bonifikaty? Jeśli tak to jakie? Czy występuje zjawisko nadgodzin? Czy pracownicy otrzymują premie? Jeśli tak to na jakich zasadach? czy można wychodzić w trakcie pracy? - Np. w sytuacji awaryjnej gdy trzeba załatwić sprawy prywatne, pojechać do lekarza itd.. Potem taką zaległość odrobić w innym terminie?  Pozostałe  czy można spać w czasie pracy? (warto tutaj doprecyzować dokładnie co się ma na myśli - np. power nap) czy dostarczycie mi wygodną klawiaturę?  Linki  https://medium.freecodecamp.c[...]eloper-candidate-b666734f12dd https://github.com/ChiperSoft/InterviewThis  
Kariera; Zainspirowany super ciekawym opisem w w wątku programista w Norwegii. Spróbuję opisać analogicznie przykład z Australią. TL:DR Australia jest spoko do życia, ale nie będziesz tu żył jak król z pensji programisty, zwłaszcza z dziecmi.  Kilka szybkich faktów o mnie:  Przyjechałem do Sydney zrekrutowany z Polski na wizie sponsorowanej przez pracodawcę 482 w 2018 roku z małżonką i dwójką małych dzieci Pracuję aktualnie jako programista w firmie Atlassian - jest to mój czwarty pracodawca w Australii - miałem różne przeboje :)  A teraz quick pause! Atlassian mocno rekrutuje, zainteresowani prosze o kontakt priv Zarabiam około 160k AUD plus Superannuation rocznie (w tym część to RSU policzone po dzisiejszej cenie) W Polsce w momencie wyjazdu miałem 3.5 roku doświadczenia i zarabiałem na UoP 12k na rękę, to jest 16.5k brutto o ile się nie mylę.  Szukanie pracy i rekrutacja oraz formalności: Zrekrutowałem się do startupu w Sydney przez kolegę poznanego na grupie Facebook. Przyciągnęly mnie możliwość pomieszkania w odległym miejscu i ciekawy technologicznie produkt. Natural Language Processing voice assistant pisany głównie w Haskellu. Rekrutacja była przeprowadzona przez Skype i zawierała dwie pogadanki: miekką i techniczną oraz prace domową. Pracodawca zasponsorował mi wizę 482, koszty przeprowadzki oraz początkowego zakwaterowania. Po przylocie w pracy układało się super, dużo się uczyłem, niestety po 10 miesiącach mój zespół został rozwiązany a projekt zamknięty. W związku z wizą miałem 60 dni aby znaleźć kolejnego pracodawcę na miejscu, gotowego zasponsorować moją wizę. W związku z tym, że zmieniałem pracę z rożnych względów aż 3 razy wiem co nieco o rekrutacji w Australii. Główne niedogodności to o mała pula pracodawców gotowych sponsorować wizy pracownicze (co ciekawe Google Sydney nie sponsoruje) oraz o wiele większa konkurencja wśród programistów. Mieszkanie Sytuacja z wynajmem i kupnem mieszkania jest teraz nieco lepsza niz w 2018 roku, ale i tak nieruchomości to kosztowna sprawa - zwłaszcza w Sydney i Melbern. Wynajem mieszkania to koszt zależny od 3 głównych czynników:  lokalizacja lokalizacja lokalizacja i kilku mniejszych jak metraż, dom/mieszkanie, standard.  Wynajem 2 pokoi w przyzwoitym standardzie, niedaleko do centrum i niedaleko do oceanu kosztował nas $700AUD tygodniowo w dzielnicy Neutral Bay w 2018. Język Po angielsku idzie się dogadać dosłownie wszędzie - w urzędzie, w pracy, w sklepie, na stacji benzynowej, na policji. Wszyscy mówią tu przynajmniej dobrze po angielsku. Okej koniec cytata kolegi z Norwegii. Jak wiadomo Australia to gorąca wersja UK - jeżeli ktoś żył w Londynie to uderzy go szereg podobieństw - jak na przyklad język angielski, czy lewostronny ruch. Finanse Czyli to, na co wszyscy czekają :) Wydatki $2.5k/mc na mieszkanie. $4k/mc na życie (na 4os w tym dzieci 2-5lat ). Nie wiem konkretnie ile na jedzenie, rozrywki i inne, raczej nie szalejemy, ale też jakoś szczególnie nie oszczędzamy. Przykładowe ceny: 1.5l coca coli - $2.5 sieciówka na miesiąc - $50 paliwo - $1.5/litr Zestaw w Macu: $12, kebab: $15 Bramki: wjazd do centrum mostem kosztuje $3, wyjazd za free Elektronika kosztuje praktycznie tyle samo, co w Polsce Samochody podobnie jak w Polsce. Toyota Corolla $30k 1kg piersi z kurczaka - $8.5 Dodatkowe moim zdaniem interesujące koszty to:  Ubezpiecznie zdrowotne dla nie-rezydentów - $100/mc Jeden dzien dziecka w przedszkolu $80-$160 - tak duża rozbieżność w zależności od lokalizacji i standardu, to był dla nas SZOK, posiadanie dziecka w Australii to gigantyczny wydatek związany z edukacją przedszkolną  Czy da się tutaj zarobić więcej niż w Polsce? Tak i nie. Z moich obserwacji najlepiej finansowo radzą sobie bezdzietne pracujące pary, które wynajmują małe, tanie lokum. Jeżeli ktoś emigruje z dziećmi lub partner nie może znaleźć pracy to będzie ciężko programiście odłóżyć cokolwiek w tym kraju. Kierowca autobusu w Sydney zarabia $80k rocznie, a junior/mid SWE $120k, więc zdecydowanie zarobki programistów w stosunku do kosztów życia nie są tak korzystne jak w Polsce. Dobry budowlaniec czy instruktor fitness zarobi tu wiecej niz ja. To nie jest dolina krzemowa, można powiedzieć, że przeciwieństwo. Mało dobrze płacących firm, duża konkurencja. Mógłym pisać godzinami o rożnych sprawach z kraju kangurów. Polityka, podróże, nastawienie do życia, droga do obywatelstwa, szukanie innej pracy niż IT itp itp. Dajcie znać co was interesuje, postaram się odpowiedzieć na pytania.    
Kariera; Dzień dobry mam takie pytanie czy mogę dostać pracy junior android developer, jeżeli mam 16 lat? 
Kariera; Patrząc na ten artykuł można się szykować powoli powrotu do mordoru - jak u Was wygląda sytuacja? Macie już jakieś pierwsze informacje o powrocie do mordoru? https://warszawa.naszemiasto.[...]zie-wygladala-w/ar/c1-7671255? 
Kariera; Tytuł wątku nie jest przypadkowy. B2B stało się niesamowicie popularne a już zwłaszcza w świecie IT. Podstawowym wytłumaczeniem jest oczywiście optymalizacja podatkowa choć w części przypadków to zwykła fikcja (mała faktura + często nie doliczamy urlopu, chorobowego, itd.). Ostatnio miałem okazję przyglądać się wzorom kilku umów i czytając niektóre z nich nie mogłem uwierzyć, że ktoś mógł potencjalnie zgodzić się na taki cyrograf. Z własnych obserwacji spisałem parę rad dla świeżych w temacie umów firma-firma. 1. Czytaj ze zrozumieniem Tak wiem. Nikogo nie powinno zaskakiwać, że ustawiam to jako punkt pierwszy. Mam znajomych z branży co autentycznie dostają umowę i w ciemną ją podpisują. Gdyby chodziło o UOP to nawet podpisanie w ciemno jest względnie bezpieczne. Ale b2b to inna bajka. Zawsze czytam umowę kilka razy. Zdanie po zdaniu. Powoli i na spokojnie analizuje potencjalne zagrożenia. Nie rozumiesz jakiegoś zapisu? Zapytaj i poproś o doprecyzowanie w umowie. Jeżeli nie znasz się na zawieraniu i pisaniu/czytaniu umów to pogadaj z prawnikiem. Nie udawaj bohatera, programista nie musi znać się na prowadzeniu firmy a prawnik powinien wskazać ci potencjalne zagrożenia wynikające z umowy. 2. Nie śpiesz się Pośpiech jest złym doradcą. Nie raz tak bywa. Dostajesz umowę a podpis masz złożyć najpóźniej jutro.. Im mniej masz czasu tym większa szansa na popełnienie błędu. Takie błędy mogą kosztować cię dużo więcej niż twoich kolegów z UOP (3x wysokość pensji), pamiętaj, że na działalności odpowiadasz całym swoim majątkiem. Daj sobie czas. Pamiętaj, że możesz obrócić pośpiech na swoją stronę. Im dłużej odwlekasz podpisanie umowy tym większa presja ze strony potencjalnego pracodawcy. 3. Przedmiot działalności musi być opisany szczegółowo To że masz napisane, że będziesz świadczył usługi programowania to guzik znaczy. Ten ogólny opis mówi, że jednego dnia mogą kazać ci pisać w Pythonie, a drugiego w Javie. Niech to będzie opisane możliwie jak najbardziej szczegółowo np. na podstawie twoich kompetencji (wymienione technologie w których masz pewność, że umiesz się poruszać). 4. Kary Nie dajcie sobie wmówić, że kary w umowie b2b to standard. Wcale tak nie jest. Na takiej umowie można umieścić cokolwiek. W tym np. kary. Są kary sensowne, jak i te kompletnie z czapy. Sensowną karą jest np. kara za konkurencję. Nikt nie chce tracić klientów na rzecz własnych pracowników, to normalne. Kara za błąd w kodzie jest karą z czapy, bo błędy się zdarzają a tym bardziej w dużych zespołach i robionych pod presją czasu. Na UOP jesteś karany raz (uogólniam), a na b2b.. tyle ile jest w umowie. To miałem na myśli pisząc w tytule o cyrografie. Kara za błąd, kara za naprawienie błędu przez kogoś innego, kara za zwłokę w naprawieniu błędu, kara uzupełniająca za potencjalne straty, kary wyrównawcze i wiele innych. Śmieszą mnie takie umowy gdzie kary zajmują połowę lub więcej tekstu. Jeżeli twój pracodawca uważa, że popełniłeś błąd to niech udowodni ci to drogą sądową a nie, że idzie od razu do komornika. Pamiętajcie, że wy też możecie karać pracodawcę. Jeżeli nie płaci w terminie to dlaczego mam na niego nie nałożyć odsetek? 5. Miejsce świadczenia usług To banalne, ale często pomijane. Miejsce świadczenia usług powinno być jasno określone o ile to możliwe. Często pracujemy dla klienta a nasza firma matka nie jako pośredniczy. Nie mniej, w umowie powinna być lista klientów oraz ich lokalizacji, do których mogą cię wysłać, żeby się nie okazało, że czeka cię niespodziewana wycieczka do RPA. 6. Zakaz konkurencji Ja lubię B2B za pewnego rodzaju swobodę. Często robimy na boku jakieś małe projekty. Zawsze chce mieć tą bezpieczną sytuację, że nagle nie stracę możliwości wykonywania pracy lub zleceń. Jeżeli zakaz konkurencji jest złośliwy to może się okazać, że po rozwiązaniu umowy nie będziesz mógł podjąć zatrudnienia u nikogo innego. Dobrze zapoznaj się z zapisem o zakazie konkurencji. Nie zmuszam do porad prawnych ale w tych kwestiach zawsze stawiam na ludzi znających się na prawie lepiej ode mnie. 7. Umowy tworzy się na gorsze czasy. Kiedy wszystko jest ok, pieniądze są to i bez umowy pracodawca pewnie by ci płacił. Umowy tworzy się na wszelki wypadek. Pomyślałeś co się stanie, jeżeli pracodawca nie zapłaci ci faktury? Zapewne powiesz, że pójdziesz do sądu. Prawda jest taka, że ich stać na walkę w sądzie ciągnącą się latami a ciebie nie. Spekuluj i przewiduj. Wszystko może się zdarzyć a lepiej na koniec nie zostać z ręką w nocniku. Prawdopodobnie wymienione przeze mnie punkty to ułamek tego co można powiedzieć na temat umów b2b. Zachęcam do udzielenia się w wątku i przedstawienia własnych opinii, obserwacji czy historii. Wzajemna edukacja w zakresie umów b2b może przynieść dobre rezultaty dla naszego świata IT. :)  Jak wejść do świata IT tutorial.  Zanim podpiszesz cyrograf... Obserwacje umów B2B 
